TOC(mg/L),FI,BIX,f -min (e),f 0min(e),light intensity(lux),Time(min),pH,Egap(ev),VIP(ev),demove
16.02,1.30467,0.49468,-0.0008,0.0033,56857.5,10,7.64,9.062218,7.0095,0.032
16.02,1.30467,0.49468,-0.0008,0.0033,56857.5,20,7.64,9.062218,7.0095,0.0669
16.02,1.30467,0.49468,-0.0008,0.0033,56857.5,30,7.64,9.062218,7.0095,0.1071
16.02,1.30467,0.49468,-0.0008,0.0033,56857.5,45,7.64,9.062218,7.0095,0.1535
16.02,1.30467,0.49468,-0.0008,0.0033,56857.5,60,7.64,9.062218,7.0095,0.1868
4.806,1.30467,0.49468,0.0033,0.0043,354822.2,5,7.81,7.989244,7.2589,0.0481
4.806,1.30467,0.49468,0.0033,0.0043,354822.2,10,7.81,7.989244,7.2589,0.0733
4.806,1.30467,0.49468,0.0033,0.0043,354822.2,20,7.81,7.989244,7.2589,0.1067
4.806,1.30467,0.49468,0.0033,0.0043,354822.2,30,7.81,7.989244,7.2589,0.1413
4.806,1.30467,0.49468,0.0033,0.0043,354822.2,45,7.81,7.989244,7.2589,0.1797
4.806,1.30467,0.49468,0.0033,0.0043,354822.2,60,7.81,7.989244,7.2589,0.209
9.612,1.30467,0.49468,0.0033,0.0043,56857.5,5,7.76,7.989244,7.2589,0.0349
9.612,1.30467,0.49468,0.0033,0.0043,56857.5,10,7.76,7.989244,7.2589,0.0666
9.612,1.30467,0.49468,0.0033,0.0043,56857.5,20,7.76,7.989244,7.2589,0.1201
9.612,1.30467,0.49468,0.0033,0.0043,56857.5,30,7.76,7.989244,7.2589,0.1762
9.612,1.30467,0.49468,0.0033,0.0043,56857.5,45,7.76,7.989244,7.2589,0.2384
9.612,1.30467,0.49468,0.0033,0.0043,56857.5,60,7.76,7.989244,7.2589,0.279
16.02,1.30467,0.49468,0.0033,0.0043,354822.2,5,7.65,7.989244,7.2589,0.0239
16.02,1.30467,0.49468,0.0033,0.0043,354822.2,10,7.65,7.989244,7.2589,0.0567
16.02,1.30467,0.49468,0.0033,0.0043,354822.2,20,7.65,7.989244,7.2589,0.117
16.02,1.30467,0.49468,0.0033,0.0043,354822.2,30,7.65,7.989244,7.2589,0.2057
16.02,1.30467,0.49468,0.0033,0.0043,354822.2,45,7.65,7.989244,7.2589,0.3004
16.02,1.30467,0.49468,0.0033,0.0043,354822.2,60,7.65,7.989244,7.2589,0.3586
2.56905,1.2343,0.38407,0.0004,0.0041,354822.2,5,7.21,5.69563,7.489,0.0107
2.56905,1.2343,0.38407,0.0004,0.0041,354822.2,10,7.21,5.69563,7.489,0.0319
2.56905,1.2343,0.38407,0.0004,0.0041,354822.2,20,7.21,5.69563,7.489,0.0931
2.56905,1.2343,0.38407,0.0004,0.0041,354822.2,30,7.21,5.69563,7.489,0.1875
2.56905,1.2343,0.38407,0.0004,0.0041,354822.2,45,7.21,5.69563,7.489,0.3127
2.56905,1.2343,0.38407,0.0004,0.0041,354822.2,60,7.21,5.69563,7.489,0.4117
5.1381,1.2343,0.38407,0.0004,0.0041,354822.2,5,7.24,5.69563,7.489,0.0819
5.1381,1.2343,0.38407,0.0004,0.0041,354822.2,10,7.24,5.69563,7.489,0.1378
5.1381,1.2343,0.38407,0.0004,0.0041,354822.2,20,7.24,5.69563,7.489,0.2388
5.1381,1.2343,0.38407,0.0004,0.0041,354822.2,30,7.24,5.69563,7.489,0.369
5.1381,1.2343,0.38407,0.0004,0.0041,354822.2,45,7.24,5.69563,7.489,0.4991
5.1381,1.2343,0.38407,0.0004,0.0041,354822.2,60,7.24,5.69563,7.489,0.5523
8.5635,1.2343,0.38407,0.0004,0.0041,56857.5,5,7.19,5.69563,7.489,0.082
8.5635,1.2343,0.38407,0.0004,0.0041,56857.5,10,7.19,5.69563,7.489,0.2499
8.5635,1.2343,0.38407,0.0004,0.0041,56857.5,20,7.19,5.69563,7.489,0.2536
8.5635,1.2343,0.38407,0.0004,0.0041,56857.5,30,7.19,5.69563,7.489,0.3572
8.5635,1.2343,0.38407,0.0004,0.0041,56857.5,45,7.19,5.69563,7.489,0.4954
8.5635,1.2343,0.38407,0.0004,0.0041,56857.5,60,7.19,5.69563,7.489,0.5953
8.5635,1.2343,0.38407,-0.001,-0.0008,44528.75,5,7.36,10.641568,7.0142,0.0059
8.5635,1.2343,0.38407,-0.001,-0.0008,44528.75,10,7.36,10.641568,7.0142,0.0103
8.5635,1.2343,0.38407,-0.001,-0.0008,44528.75,20,7.36,10.641568,7.0142,0.014
8.5635,1.2343,0.38407,-0.001,-0.0008,44528.75,30,7.36,10.641568,7.0142,0.0421
8.5635,1.2343,0.38407,-0.001,-0.0008,44528.75,45,7.36,10.641568,7.0142,0.059
8.5635,1.2343,0.38407,-0.001,-0.0008,44528.75,60,7.36,10.641568,7.0142,0.0628
2.56905,1.2343,0.38407,0.001,0.0011,44528.75,5,6.97,5.06482,7.485,0.0083
2.56905,1.2343,0.38407,0.001,0.0011,44528.75,10,6.97,5.06482,7.485,0.0101
2.56905,1.2343,0.38407,0.001,0.0011,44528.75,20,6.97,5.06482,7.485,0.027
2.56905,1.2343,0.38407,0.001,0.0011,44528.75,30,6.97,5.06482,7.485,0.0305
2.56905,1.2343,0.38407,0.001,0.0011,44528.75,45,6.97,5.06482,7.485,0.0342
2.56905,1.2343,0.38407,0.001,0.0011,44528.75,60,6.97,5.06482,7.485,0.0499
5.1381,1.2343,0.38407,0.001,0.0011,44528.75,5,6.81,5.06482,7.485,0.0006
5.1381,1.2343,0.38407,0.001,0.0011,44528.75,10,6.81,5.06482,7.485,0.0129
5.1381,1.2343,0.38407,0.001,0.0011,44528.75,20,6.81,5.06482,7.485,0.0175
5.1381,1.2343,0.38407,0.001,0.0011,44528.75,30,6.81,5.06482,7.485,0.0249
5.1381,1.2343,0.38407,0.001,0.0011,44528.75,45,6.81,5.06482,7.485,0.0269
5.1381,1.2343,0.38407,0.001,0.0011,44528.75,60,6.81,5.06482,7.485,0.0371
8.5635,1.2343,0.38407,0.001,0.0011,44528.75,5,7.45,5.06482,7.485,0.0203
8.5635,1.2343,0.38407,0.001,0.0011,44528.75,10,7.45,5.06482,7.485,0.0448
8.5635,1.2343,0.38407,0.001,0.0011,44528.75,20,7.45,5.06482,7.485,0.0449
8.5635,1.2343,0.38407,0.001,0.0011,44528.75,30,7.45,5.06482,7.485,0.0456
8.5635,1.2343,0.38407,0.001,0.0011,44528.75,45,7.45,5.06482,7.485,0.0463
8.5635,1.2343,0.38407,0.001,0.0011,44528.75,60,7.45,5.06482,7.485,0.0508
2.56905,1.2343,0.38407,-0.0008,0.0033,56857.5,5,7.4,9.062218,7.0095,0.0062
2.56905,1.2343,0.38407,-0.0008,0.0033,56857.5,10,7.4,9.062218,7.0095,0.0192
2.56905,1.2343,0.38407,-0.0008,0.0033,56857.5,20,7.4,9.062218,7.0095,0.0225
2.56905,1.2343,0.38407,-0.0008,0.0033,56857.5,30,7.4,9.062218,7.0095,0.0256
2.56905,1.2343,0.38407,-0.0008,0.0033,56857.5,45,7.4,9.062218,7.0095,0.0296
2.56905,1.2343,0.38407,-0.0008,0.0033,56857.5,60,7.4,9.062218,7.0095,0.0386
5.1381,1.2343,0.38407,-0.0008,0.0033,56857.5,5,7.33,9.062218,7.0095,0.0027
5.1381,1.2343,0.38407,-0.0008,0.0033,56857.5,10,7.33,9.062218,7.0095,0.0142
5.1381,1.2343,0.38407,-0.0008,0.0033,56857.5,20,7.33,9.062218,7.0095,0.0251
5.1381,1.2343,0.38407,-0.0008,0.0033,56857.5,30,7.33,9.062218,7.0095,0.0358
5.1381,1.2343,0.38407,-0.0008,0.0033,56857.5,45,7.33,9.062218,7.0095,0.047
5.1381,1.2343,0.38407,-0.0008,0.0033,56857.5,60,7.33,9.062218,7.0095,0.0574
8.5635,1.2343,0.38407,-0.0008,0.0033,354822.2,5,7.29,9.062218,7.0095,0.0308
8.5635,1.2343,0.38407,-0.0008,0.0033,354822.2,10,7.29,9.062218,7.0095,0.0457
8.5635,1.2343,0.38407,-0.0008,0.0033,354822.2,20,7.29,9.062218,7.0095,0.0955
8.5635,1.2343,0.38407,-0.0008,0.0033,354822.2,30,7.29,9.062218,7.0095,0.1327
8.5635,1.2343,0.38407,-0.0008,0.0033,354822.2,45,7.29,9.062218,7.0095,0.1808
8.5635,1.2343,0.38407,-0.0008,0.0033,354822.2,60,7.29,9.062218,7.0095,0.2246
2.56905,1.2343,0.38407,0.0033,0.0043,354822.2,5,7.36,7.989244,7.2589,0.0578
2.56905,1.2343,0.38407,0.0033,0.0043,354822.2,10,7.36,7.989244,7.2589,0.0804
2.56905,1.2343,0.38407,0.0033,0.0043,354822.2,20,7.36,7.989244,7.2589,0.1235
2.56905,1.2343,0.38407,0.0033,0.0043,354822.2,30,7.36,7.989244,7.2589,0.1393
2.56905,1.2343,0.38407,0.0033,0.0043,354822.2,45,7.36,7.989244,7.2589,0.1926
2.56905,1.2343,0.38407,0.0033,0.0043,354822.2,60,7.36,7.989244,7.2589,0.2156
5.1381,1.2343,0.38407,0.0033,0.0043,56857.5,5,7.4,7.989244,7.2589,0.0434
5.1381,1.2343,0.38407,0.0033,0.0043,56857.5,10,7.4,7.989244,7.2589,0.0855
5.1381,1.2343,0.38407,0.0033,0.0043,56857.5,20,7.4,7.989244,7.2589,0.1301
5.1381,1.2343,0.38407,0.0033,0.0043,56857.5,30,7.4,7.989244,7.2589,0.1727
5.1381,1.2343,0.38407,0.0033,0.0043,56857.5,45,7.4,7.989244,7.2589,0.2192
5.1381,1.2343,0.38407,0.0033,0.0043,56857.5,60,7.4,7.989244,7.2589,0.2566
8.5635,1.2343,0.38407,0.0033,0.0043,56857.5,5,7.43,7.989244,7.2589,0.0318
8.5635,1.2343,0.38407,0.0033,0.0043,56857.5,10,7.43,7.989244,7.2589,0.0625
8.5635,1.2343,0.38407,0.0033,0.0043,56857.5,20,7.43,7.989244,7.2589,0.115
8.5635,1.2343,0.38407,0.0033,0.0043,56857.5,30,7.43,7.989244,7.2589,0.163
8.5635,1.2343,0.38407,0.0033,0.0043,56857.5,45,7.43,7.989244,7.2589,0.2197
8.5635,1.2343,0.38407,0.0033,0.0043,56857.5,60,7.43,7.989244,7.2589,0.2635
4.7715,1.3232,0.41271,0.0004,0.0041,354822.2,5,7.5,5.69563,7.489,0.0909
4.7715,1.3232,0.41271,0.0004,0.0041,354822.2,10,7.5,5.69563,7.489,0.2075
4.7715,1.3232,0.41271,0.0004,0.0041,354822.2,20,7.5,5.69563,7.489,0.3311
4.7715,1.3232,0.41271,0.0004,0.0041,354822.2,30,7.5,5.69563,7.489,0.4105
4.7715,1.3232,0.41271,0.0004,0.0041,354822.2,45,7.5,5.69563,7.489,0.5777
4.7715,1.3232,0.41271,0.0004,0.0041,354822.2,60,7.5,5.69563,7.489,0.6571
9.543,1.3232,0.41271,0.0004,0.0041,56857.5,5,7.66,5.69563,7.489,0.5586
9.543,1.3232,0.41271,0.0004,0.0041,56857.5,10,7.66,5.69563,7.489,0.6843
9.543,1.3232,0.41271,0.0004,0.0041,56857.5,20,7.66,5.69563,7.489,0.7474
9.543,1.3232,0.41271,0.0004,0.0041,56857.5,30,7.66,5.69563,7.489,0.8424
9.543,1.3232,0.41271,0.0004,0.0041,56857.5,45,7.66,5.69563,7.489,0.8845
9.543,1.3232,0.41271,0.0004,0.0041,56857.5,60,7.66,5.69563,7.489,0.9271
15.905,1.3232,0.41271,0.0004,0.0041,354822.2,5,7.68,5.69563,7.489,0.2459
15.905,1.3232,0.41271,0.0004,0.0041,354822.2,10,7.68,5.69563,7.489,0.4625
15.905,1.3232,0.41271,0.0004,0.0041,354822.2,20,7.68,5.69563,7.489,0.6546
15.905,1.3232,0.41271,0.0004,0.0041,354822.2,30,7.68,5.69563,7.489,0.7743
15.905,1.3232,0.41271,0.0004,0.0041,354822.2,60,7.68,5.69563,7.489,0.9549
15.905,1.3232,0.41271,0.0004,0.0041,354822.2,90,7.68,5.69563,7.489,0.9838
15.905,1.3232,0.41271,-0.001,-0.0008,44528.75,10,7.35,10.641568,7.0142,0.0166
15.905,1.3232,0.41271,-0.001,-0.0008,44528.75,20,7.35,10.641568,7.0142,0.0179
15.905,1.3232,0.41271,-0.001,-0.0008,44528.75,30,7.35,10.641568,7.0142,0.0203
15.905,1.3232,0.41271,-0.001,-0.0008,44528.75,45,7.35,10.641568,7.0142,0.0219
15.905,1.3232,0.41271,-0.001,-0.0008,44528.75,60,7.35,10.641568,7.0142,0.0234
15.905,1.3232,0.41271,0.001,0.0011,44528.75,5,7.58,5.06482,7.485,0.006
15.905,1.3232,0.41271,0.001,0.0011,44528.75,10,7.58,5.06482,7.485,0.0114
15.905,1.3232,0.41271,0.001,0.0011,44528.75,20,7.58,5.06482,7.485,0.016
15.905,1.3232,0.41271,0.001,0.0011,44528.75,30,7.58,5.06482,7.485,0.0519
15.905,1.3232,0.41271,0.001,0.0011,44528.75,45,7.58,5.06482,7.485,0.0807
15.905,1.3232,0.41271,0.001,0.0011,44528.75,60,7.58,5.06482,7.485,0.0838
4.7715,1.3232,0.41271,-0.0008,0.0033,354822.2,5,7.76,9.062218,7.0095,0.006
4.7715,1.3232,0.41271,-0.0008,0.0033,354822.2,10,7.76,9.062218,7.0095,0.0192
4.7715,1.3232,0.41271,-0.0008,0.0033,354822.2,20,7.76,9.062218,7.0095,0.0329
4.7715,1.3232,0.41271,-0.0008,0.0033,354822.2,30,7.76,9.062218,7.0095,0.0531
4.7715,1.3232,0.41271,-0.0008,0.0033,354822.2,45,7.76,9.062218,7.0095,0.0689
4.7715,1.3232,0.41271,-0.0008,0.0033,354822.2,60,7.76,9.062218,7.0095,0.1384
9.543,1.3232,0.41271,-0.0008,0.0033,56857.5,5,7.81,9.062218,7.0095,0.005
9.543,1.3232,0.41271,-0.0008,0.0033,56857.5,10,7.81,9.062218,7.0095,0.0104
9.543,1.3232,0.41271,-0.0008,0.0033,56857.5,20,7.81,9.062218,7.0095,0.0262
9.543,1.3232,0.41271,-0.0008,0.0033,56857.5,30,7.81,9.062218,7.0095,0.0309
9.543,1.3232,0.41271,-0.0008,0.0033,56857.5,45,7.81,9.062218,7.0095,0.0504
9.543,1.3232,0.41271,-0.0008,0.0033,56857.5,60,7.81,9.062218,7.0095,0.0648
15.905,1.3232,0.41271,-0.0008,0.0033,56857.5,5,7.74,9.062218,7.0095,0.0012
15.905,1.3232,0.41271,-0.0008,0.0033,56857.5,10,7.74,9.062218,7.0095,0.0256
15.905,1.3232,0.41271,-0.0008,0.0033,56857.5,20,7.74,9.062218,7.0095,0.0312
15.905,1.3232,0.41271,-0.0008,0.0033,56857.5,30,7.74,9.062218,7.0095,0.0569
15.905,1.3232,0.41271,-0.0008,0.0033,56857.5,45,7.74,9.062218,7.0095,0.0806
15.905,1.3232,0.41271,-0.0008,0.0033,56857.5,60,7.74,9.062218,7.0095,0.1232
4.7715,1.3232,0.41271,0.0033,0.0043,354822.2,5,7.79,7.989244,7.2589,0.0611
4.7715,1.3232,0.41271,0.0033,0.0043,354822.2,10,7.79,7.989244,7.2589,0.0912
4.7715,1.3232,0.41271,0.0033,0.0043,354822.2,20,7.79,7.989244,7.2589,0.1255
4.7715,1.3232,0.41271,0.0033,0.0043,354822.2,30,7.79,7.989244,7.2589,0.1569
4.7715,1.3232,0.41271,0.0033,0.0043,354822.2,45,7.79,7.989244,7.2589,0.1812
4.7715,1.3232,0.41271,0.0033,0.0043,354822.2,60,7.79,7.989244,7.2589,0.2044
9.543,1.3232,0.41271,0.0033,0.0043,354822.2,5,7.75,7.989244,7.2589,0.0256
9.543,1.3232,0.41271,0.0033,0.0043,354822.2,10,7.75,7.989244,7.2589,0.0556
9.543,1.3232,0.41271,0.0033,0.0043,354822.2,20,7.75,7.989244,7.2589,0.1011
9.543,1.3232,0.41271,0.0033,0.0043,354822.2,30,7.75,7.989244,7.2589,0.1322
9.543,1.3232,0.41271,0.0033,0.0043,354822.2,45,7.75,7.989244,7.2589,0.1826
9.543,1.3232,0.41271,0.0033,0.0043,354822.2,60,7.75,7.989244,7.2589,0.23
15.905,1.3232,0.41271,0.0033,0.0043,56857.5,5,7.7,7.989244,7.2589,0.0222
15.905,1.3232,0.41271,0.0033,0.0043,56857.5,10,7.7,7.989244,7.2589,0.0354
15.905,1.3232,0.41271,0.0033,0.0043,56857.5,20,7.7,7.989244,7.2589,0.0798
15.905,1.3232,0.41271,0.0033,0.0043,56857.5,30,7.7,7.989244,7.2589,0.104
15.905,1.3232,0.41271,0.0033,0.0043,56857.5,45,7.7,7.989244,7.2589,0.15
15.905,1.3232,0.41271,0.0033,0.0043,56857.5,60,7.7,7.989244,7.2589,0.1965
5.157,1.35967,0.51502,0.0004,0.0041,354822.2,5,7.19,5.69563,7.489,0.0897
5.157,1.35967,0.51502,0.0004,0.0041,354822.2,10,7.19,5.69563,7.489,0.1417
5.157,1.35967,0.51502,0.0004,0.0041,354822.2,20,7.19,5.69563,7.489,0.2714
5.157,1.35967,0.51502,0.0004,0.0041,354822.2,30,7.19,5.69563,7.489,0.3839
5.157,1.35967,0.51502,0.0004,0.0041,354822.2,60,7.19,5.69563,7.489,0.6658
5.157,1.35967,0.51502,0.0004,0.0041,354822.2,90,7.19,5.69563,7.489,0.8416
10.314,1.35967,0.51502,0.0004,0.0041,56857.5,5,6.68,5.69563,7.489,0.205
10.314,1.35967,0.51502,0.0004,0.0041,56857.5,10,6.68,5.69563,7.489,0.264
10.314,1.35967,0.51502,0.0004,0.0041,56857.5,20,6.68,5.69563,7.489,0.4665
10.314,1.35967,0.51502,0.0004,0.0041,56857.5,30,6.68,5.69563,7.489,0.6086
10.314,1.35967,0.51502,0.0004,0.0041,56857.5,60,6.68,5.69563,7.489,0.7327
10.314,1.35967,0.51502,0.0004,0.0041,56857.5,90,6.68,5.69563,7.489,0.8331
17.19,1.35967,0.51502,0.0004,0.0041,56857.5,5,6.45,5.69563,7.489,0.1624
17.19,1.35967,0.51502,0.0004,0.0041,56857.5,10,6.45,5.69563,7.489,0.3151
17.19,1.35967,0.51502,0.0004,0.0041,56857.5,20,6.45,5.69563,7.489,0.5666
17.19,1.35967,0.51502,0.0004,0.0041,56857.5,30,6.45,5.69563,7.489,0.6961
17.19,1.35967,0.51502,0.0004,0.0041,56857.5,45,6.45,5.69563,7.489,0.8458
17.19,1.35967,0.51502,0.0004,0.0041,56857.5,60,6.45,5.69563,7.489,0.9119
17.19,1.35967,0.51502,-0.001,-0.0008,354822.2,5,7.31,10.641568,7.0142,0.0091
17.19,1.35967,0.51502,-0.001,-0.0008,354822.2,10,7.31,10.641568,7.0142,0.0103
17.19,1.35967,0.51502,-0.001,-0.0008,354822.2,20,7.31,10.641568,7.0142,0.0139
17.19,1.35967,0.51502,-0.001,-0.0008,354822.2,30,7.31,10.641568,7.0142,0.0141
17.19,1.35967,0.51502,-0.001,-0.0008,354822.2,45,7.31,10.641568,7.0142,0.0457
17.19,1.35967,0.51502,-0.001,-0.0008,354822.2,60,7.31,10.641568,7.0142,0.062
5.157,1.35967,0.51502,0.001,0.0011,44528.75,5,7.77,5.06482,7.485,0.0105
5.157,1.35967,0.51502,0.001,0.0011,44528.75,10,7.77,5.06482,7.485,0.0371
5.157,1.35967,0.51502,0.001,0.0011,44528.75,20,7.77,5.06482,7.485,0.0384
5.157,1.35967,0.51502,0.001,0.0011,44528.75,30,7.77,5.06482,7.485,0.0597
5.157,1.35967,0.51502,0.001,0.0011,44528.75,60,7.77,5.06482,7.485,0.0741
5.157,1.35967,0.51502,0.001,0.0011,44528.75,90,7.77,5.06482,7.485,0.0743
10.314,1.35967,0.51502,0.001,0.0011,44528.75,5,7.82,5.06482,7.485,0.0034
10.314,1.35967,0.51502,0.001,0.0011,44528.75,10,7.82,5.06482,7.485,0.0061
10.314,1.35967,0.51502,0.001,0.0011,44528.75,20,7.82,5.06482,7.485,0.02
10.314,1.35967,0.51502,0.001,0.0011,44528.75,30,7.82,5.06482,7.485,0.0262
10.314,1.35967,0.51502,0.001,0.0011,44528.75,60,7.82,5.06482,7.485,0.0303
10.314,1.35967,0.51502,0.001,0.0011,44528.75,90,7.82,5.06482,7.485,0.034
17.19,1.35967,0.51502,0.001,0.0011,44528.75,5,7.44,5.06482,7.485,0.0276
17.19,1.35967,0.51502,0.001,0.0011,44528.75,10,7.44,5.06482,7.485,0.0282
17.19,1.35967,0.51502,0.001,0.0011,44528.75,20,7.44,5.06482,7.485,0.0294
17.19,1.35967,0.51502,0.001,0.0011,44528.75,30,7.44,5.06482,7.485,0.0335
17.19,1.35967,0.51502,0.001,0.0011,44528.75,45,7.44,5.06482,7.485,0.0344
17.19,1.35967,0.51502,0.001,0.0011,44528.75,60,7.44,5.06482,7.485,0.0352
5.157,1.35967,0.51502,-0.0008,0.0033,354822.2,5,7.5,9.062218,7.0095,0.0134
5.157,1.35967,0.51502,-0.0008,0.0033,354822.2,10,7.5,9.062218,7.0095,0.042
5.157,1.35967,0.51502,-0.0008,0.0033,354822.2,20,7.5,9.062218,7.0095,0.051
5.157,1.35967,0.51502,-0.0008,0.0033,354822.2,30,7.5,9.062218,7.0095,0.0802
5.157,1.35967,0.51502,-0.0008,0.0033,354822.2,45,7.5,9.062218,7.0095,0.1165
5.157,1.35967,0.51502,-0.0008,0.0033,354822.2,60,7.5,9.062218,7.0095,0.138
10.314,1.35967,0.51502,-0.0008,0.0033,354822.2,5,7.61,9.062218,7.0095,0.0245
10.314,1.35967,0.51502,-0.0008,0.0033,354822.2,10,7.61,9.062218,7.0095,0.049
10.314,1.35967,0.51502,-0.0008,0.0033,354822.2,20,7.61,9.062218,7.0095,0.0934
10.314,1.35967,0.51502,-0.0008,0.0033,354822.2,30,7.61,9.062218,7.0095,0.1327
10.314,1.35967,0.51502,-0.0008,0.0033,354822.2,60,7.61,9.062218,7.0095,0.1801
10.314,1.35967,0.51502,-0.0008,0.0033,354822.2,90,7.61,9.062218,7.0095,0.2289
17.19,1.35967,0.51502,-0.0008,0.0033,354822.2,5,7.64,9.062218,7.0095,0.0115
17.19,1.35967,0.51502,-0.0008,0.0033,354822.2,10,7.64,9.062218,7.0095,0.0337
17.19,1.35967,0.51502,-0.0008,0.0033,354822.2,20,7.64,9.062218,7.0095,0.0602
17.19,1.35967,0.51502,-0.0008,0.0033,354822.2,30,7.64,9.062218,7.0095,0.0969
17.19,1.35967,0.51502,-0.0008,0.0033,354822.2,60,7.64,9.062218,7.0095,0.125
17.19,1.35967,0.51502,-0.0008,0.0033,354822.2,90,7.64,9.062218,7.0095,0.1632
5.157,1.35967,0.51502,0.0033,0.0043,354822.2,5,7.54,7.989244,7.2589,0.0362
5.157,1.35967,0.51502,0.0033,0.0043,354822.2,10,7.54,7.989244,7.2589,0.0622
5.157,1.35967,0.51502,0.0033,0.0043,354822.2,20,7.54,7.989244,7.2589,0.109
5.157,1.35967,0.51502,0.0033,0.0043,354822.2,30,7.54,7.989244,7.2589,0.1517
5.157,1.35967,0.51502,0.0033,0.0043,354822.2,45,7.54,7.989244,7.2589,0.1765
5.157,1.35967,0.51502,0.0033,0.0043,354822.2,60,7.54,7.989244,7.2589,0.2021
10.314,1.35967,0.51502,0.0033,0.0043,56857.5,5,7.57,7.989244,7.2589,0.0263
10.314,1.35967,0.51502,0.0033,0.0043,56857.5,10,7.57,7.989244,7.2589,0.0477
10.314,1.35967,0.51502,0.0033,0.0043,56857.5,20,7.57,7.989244,7.2589,0.1072
10.314,1.35967,0.51502,0.0033,0.0043,56857.5,30,7.57,7.989244,7.2589,0.154
10.314,1.35967,0.51502,0.0033,0.0043,56857.5,45,7.57,7.989244,7.2589,0.2209
10.314,1.35967,0.51502,0.0033,0.0043,56857.5,60,7.57,7.989244,7.2589,0.2576
17.19,1.35967,0.51502,0.0033,0.0043,354822.2,5,7.48,7.989244,7.2589,0.0189
17.19,1.35967,0.51502,0.0033,0.0043,354822.2,10,7.48,7.989244,7.2589,0.048
17.19,1.35967,0.51502,0.0033,0.0043,354822.2,20,7.48,7.989244,7.2589,0.2168
17.19,1.35967,0.51502,0.0033,0.0043,354822.2,30,7.48,7.989244,7.2589,0.1825
17.19,1.35967,0.51502,0.0033,0.0043,354822.2,45,7.48,7.989244,7.2589,0.2601
17.19,1.35967,0.51502,0.0033,0.0043,354822.2,60,7.48,7.989244,7.2589,0.3311
